Time (us),ADC1,ADC2
9483629,0.210,0.733
9485308,1.029,0.414
9486977,2.359,2.391
9489255,1.548,0.852
9490937,2.213,2.416
9492595,0.072,0.486
9494503,0.026,0.047
9496476,0.088,0.007
9498490,0.056,0.015
9501046,2.442,2.259
9502704,0.637,1.303
9504391,0.461,0.061
9506252,1.520,0.831
9507926,2.169,2.415
9509600,0.084,0.515
9511492,0.048,0.027
9514073,2.426,2.133
9515726,0.784,1.463
9517418,0.302,0.001
9519318,1.017,0.402
9520982,2.379,2.388
9522658,0.336,0.920
9524941,2.133,2.416
9526585,0.053,0.437
9528505,0.032,0.045
9530460,0.131,0.000
9532103,2.327,1.879
9533757,1.018,1.691
9535412,0.332,0.020
9568842,1.500,2.095
9570483,0.040,0.032
9572462,0.121,0.000
9574099,2.339,1.911
9575747,0.947,1.615
9577431,0.228,0.000
9579677,0.343,0.949
9581366,0.594,0.128
9583052,2.426,2.151
9584695,0.578,1.230
9586390,0.463,0.061
9588244,1.579,0.895
9590544,0.000,0.158
9592161,2.062,1.456
9593816,1.439,2.035
9595448,0.138,0.000
9597086,2.375,1.985
9598740,0.889,1.572
9600421,0.291,0.007
9602925,2.064,2.394
9604576,0.039,0.398
9606481,0.080,0.009
9608495,0.049,0.029
9610463,0.122,0.000
9612092,2.357,1.950
9614361,0.760,0.216
9616039,2.431,2.210
9617700,0.583,1.242
9619378,0.512,0.089
9621253,1.494,0.809
9622942,2.224,2.426
9625207,1.898,1.226
9626865,1.804,2.278
9628534,0.000,0.155
9630140,2.151,1.592
9631791,1.238,1.884
9633429,0.223,0.000
9635067,2.414,2.095
9637317,1.084,0.441
9638993,2.393,2.365
9640648,0.275,0.839
9642315,0.948,0.352
9643998,2.396,2.348
9645644,0.279,0.847
9647936,2.114,2.409
9649581,0.043,0.404
9651479,0.086,0.007
9653483,0.076,0.019
9655467,0.107,0.000
9657098,2.344,1.916
9658751,0.973,1.647
9661055,2.433,2.211
9662700,0.592,1.245
9664383,0.506,0.078
9666253,1.506,0.823
9667927,2.173,2.420
9669587,0.050,0.437
9672076,2.419,2.102
9673728,0.800,1.481
9675424,0.273,0.002
9677314,1.046,0.416
9678980,2.365,2.387
9680647,0.273,0.839
9682929,2.077,2.400
9684580,0.039,0.410
9686476,0.096,0.008
9688489,0.064,0.012
9690450,0.165,0.000
9692087,2.355,1.979
9693731,0.830,1.509
9696030,2.426,2.303
9697689,0.525,1.172
9699380,0.519,0.089
9701253,1.511,0.827
9702925,2.162,2.419
9704588,0.051,0.445
9707087,2.404,2.051
9708735,0.857,1.535
9710427,0.259,0.001
9712333,0.900,0.322
9714004,2.416,2.326
9715660,0.338,0.925
9717327,0.852,0.287
9719624,0.111,0.569
9721276,1.254,0.595
9722965,2.316,2.419
9724615,0.155,0.641
9726298,1.113,0.474
9727967,2.331,2.405
9730239,1.662,0.970
9731927,2.164,2.418
9733594,0.068,0.478
9735506,0.016,0.055
9737468,0.118,0.000
9739356,0.703,0.190
9741654,0.227,0.779
9743334,0.822,0.258
9745024,2.431,2.276
9746670,0.424,1.045
9748355,0.693,0.177
9750024,2.428,2.258
9751689,0.513,1.155
9753969,2.280,2.420
9755631,0.211,0.734
9757304,1.060,0.432
9758968,2.336,2.407
9760633,0.210,0.737
9762305,1.021,0.404
9764591,0.027,0.378
9766504,0.024,0.059
9768485,0.078,0.013
9770444,0.183,0.000
9772085,2.380,1.989
9773746,0.933,1.613
9775428,0.244,0.000
9777667,0.292,0.868
9779353,0.684,0.177
9781040,2.433,2.187
9782690,0.547,1.199
9784382,0.510,0.083
9786233,1.662,0.979
9788527,0.013,0.082
9790501,0.025,0.059
9792483,0.064,0.018
9794465,0.122,0.002
9796305,1.109,0.472
9797990,2.381,2.376
9800262,1.515,0.818
9801934,2.187,2.414
9803602,0.094,0.531
9805495,0.045,0.033
9807451,0.168,0.000
9809094,2.358,1.937
9810748,0.957,1.632
9813042,2.433,2.268
9814699,0.586,1.244
9816380,0.524,0.089
9818252,1.518,0.836
9819929,2.184,2.420
9821584,0.050,0.423
9824079,2.415,2.090
9825731,0.827,1.504
9827420,0.291,0.004
9829325,0.937,0.358
9830995,2.398,2.349
9832657,0.322,0.910
9834328,0.852,0.282
9836616,0.088,0.519
9838524,0.005,0.096
9840531,0.000,0.147
9842153,2.107,1.529
9843805,1.384,1.991
9845471,0.088,0.007
9848087,2.403,2.047
9849744,0.919,1.601
9851431,0.230,0.000
9853063,2.411,2.086
9854721,0.724,1.392
9856385,0.462,0.062
9858864,1.678,2.210
9860523,0.000,0.150
9862139,2.174,1.621
9863771,1.131,1.789
9865432,0.227,0.000
9867054,2.425,2.123
9868713,0.668,1.338
9870992,2.342,2.399
9872651,0.322,0.894
9874331,0.863,0.287
9875991,2.393,2.363
9877652,0.299,0.877
9879334,0.809,0.256
9881623,0.109,0.557
9883283,1.185,0.535
9884965,2.308,2.411
9886604,0.115,0.569
9888270,1.323,0.651
9889933,2.187,2.422
9891591,0.065,0.464
9894101,2.372,1.967
9895762,1.058,1.727
9897426,0.251,0.000
9899057,2.422,2.119
9900710,0.648,1.312
9902375,0.533,0.094
9904852,1.592,2.149
9906509,0.002,0.099
9908494,0.049,0.028
9910470,0.106,0.001
9912355,0.728,0.194
9914041,2.432,2.208
9916305,1.183,0.510
9917969,2.332,2.408
9919635,0.219,0.750
9921310,0.984,0.382
9922993,2.389,2.370
9924650,0.317,0.892
9926334,0.832,0.269
9928627,0.110,0.599
9930294,1.122,0.480
9931981,2.364,2.393
9933631,0.219,0.752
9935318,0.960,0.359
9936996,2.403,2.350
9970899,1.891,2.335
9972552,0.001,0.259
9974492,0.054,0.026
9976464,0.121,0.000
9978100,2.332,1.904
9979752,0.981,1.657
9982056,2.433,2.211
9983706,0.633,1.301
9985389,0.463,0.063
9987252,1.512,0.825
9988926,2.158,2.419
9990596,0.079,0.492
9993090,2.388,2.027
9994750,0.965,1.637
9996444,0.176,0.000
9998074,2.386,2.026
9999744,0.885,1.562
